Incident_ID,CI_Name,CI_Cat,CI_Subcat,Impact,Urgency,Priority,Category,Status,No_of_Reassignments,Handle_Time_hrs,Closure_Code,Open_Time
IM0000254,SUB926,database,SQL Server,3,1,5,incident,open,28,2357.02,Resolved,2013-02-23 00:00:00
IM0000255,SUB945,storage,Email Service,1,5,3,request,open,9,1202.24,Pending,2013-01-31 00:00:00
IM0000256,SUB494,network,Network Switch,1,4,2,request,closed,1,605.54,Pending,2013-05-22 00:00:00
IM0000257,SUB253,database,SQL Server,4,2,2,request,closed,21,1716.52,Pending,2012-06-08 00:00:00
IM0000258,SUB396,network,Web Application,1,3,4,request,open,16,2638.54,Resolved,2012-09-11 00:00:00
IM0000259,SUB309,storage,Web Application,5,1,4,incident,open,30,1995.15,Resolved,2013-05-07 00:00:00
IM0000260,SUB040,network,File Server,1,2,2,incident,in-progress,14,1511.54,Other,2014-09-08 00:00:00
IM0000261,SUB976,storage,File Server,1,4,1,incident,closed,16,2633.93,Other,2013-12-12 00:00:00
IM0000262,SUB424,database,Web Application,4,5,3,request,in-progress,22,7.4,Resolved,2014-12-23 00:00:00
IM0000263,SUB078,network,Email Service,3,3,5,incident,closed,30,2058.22,Pending,2012-05-21 00:00:00
IM0000264,SUB271,network,Network Switch,3,1,2,incident,closed,21,3906.09,Pending,2014-05-21 00:00:00
IM0000265,SUB345,database,Web Application,4,3,5,incident,open,3,2436.1,Other,2013-12-14 00:00:00
IM0000266,SUB882,storage,Email Service,5,3,2,incident,open,28,107.76,Other,2014-07-11 00:00:00
IM0000267,SUB497,server,Web Application,1,3,5,incident,in-progress,5,2618.22,Other,2012-06-10 00:00:00
IM0000268,SUB349,storage,SQL Server,2,4,1,request,in-progress,13,1134.02,Resolved,2012-03-19 00:00:00
IM0000269,SUB068,database,Network Switch,4,1,4,incident,closed,8,2845.59,Other,2012-12-12 00:00:00
IM0000270,SUB917,subapplication,Web Application,3,1,4,request,closed,18,882.33,Other,2013-03-24 00:00:00
IM0000271,SUB011,database,Email Service,1,1,4,request,open,11,2142.32,Other,2012-10-05 00:00:00
IM0000272,SUB670,server,Web Application,4,1,3,incident,open,17,564.7,Resolved,2012-08-12 00:00:00
IM0000273,SUB892,database,File Server,5,2,4,incident,in-progress,16,722.71,Pending,2012-10-26 00:00:00
IM0000274,SUB403,network,File Server,4,2,4,request,closed,8,1546.99,Other,2012-04-11 00:00:00
IM0000275,SUB469,server,Network Switch,1,1,2,request,in-progress,21,1928.68,Pending,2012-01-18 00:00:00
IM0000276,SUB251,server,Web Application,3,2,5,incident,open,24,930.1,Other,2013-08-03 00:00:00
IM0000277,SUB598,server,SQL Server,2,4,3,request,closed,13,1797.16,Resolved,2012-08-25 00:00:00
IM0000278,SUB876,server,Network Switch,2,3,5,incident,open,3,529.21,Resolved,2013-06-08 00:00:00
IM0000279,SUB531,subapplication,File Server,1,2,4,request,closed,14,106.32,Pending,2014-08-23 00:00:00
IM0000280,SUB564,subapplication,File Server,5,4,3,request,in-progress,7,1323.3,Pending,2013-07-19 00:00:00
IM0000281,SUB222,storage,Email Service,4,3,2,request,in-progress,27,987.19,Other,2013-07-02 00:00:00
IM0000282,SUB496,server,Email Service,5,1,1,request,open,15,816.21,Pending,2013-02-14 00:00:00
IM0000283,SUB816,database,Web Application,5,5,2,request,in-progress,18,237.85,Other,2013-05-09 00:00:00
IM0000284,SUB284,storage,Email Service,3,1,3,request,closed,13,1646.97,Pending,2014-09-14 00:00:00
IM0000285,SUB682,network,Network Switch,3,2,4,incident,open,9,2756.66,Resolved,2012-07-31 00:00:00
IM0000286,SUB705,storage,Network Switch,5,2,4,request,closed,16,1538.75,Pending,2014-09-29 00:00:00
IM0000287,SUB164,storage,Email Service,1,3,4,incident,open,2,3747.35,Resolved,2014-11-28 00:00:00
IM0000288,SUB584,subapplication,SQL Server,1,2,2,request,closed,30,3535.16,Other,2012-09-22 00:00:00
IM0000289,SUB939,network,Email Service,3,2,3,request,in-progress,15,3518.09,Resolved,2013-06-16 00:00:00
IM0000290,SUB099,subapplication,Web Application,1,1,2,incident,open,10,178.13,Pending,2013-10-11 00:00:00
IM0000291,SUB747,subapplication,Email Service,2,3,2,request,closed,17,312.55,Other,2013-08-21 00:00:00
IM0000292,SUB630,subapplication,Email Service,2,5,4,incident,open,7,2303.04,Pending,2012-07-11 00:00:00
IM0000293,SUB111,storage,Web Application,3,1,2,request,open,22,549.39,Other,2013-12-03 00:00:00
IM0000294,SUB519,network,File Server,3,4,4,request,closed,13,1667.45,Resolved,2013-03-16 00:00:00
IM0000295,SUB431,database,Web Application,5,4,1,request,closed,20,917.57,Pending,2014-01-08 00:00:00
IM0000296,SUB845,subapplication,Web Application,2,3,2,incident,open,29,2647.47,Pending,2013-09-28 00:00:00
IM0000297,SUB480,subapplication,Email Service,3,1,4,request,open,16,623.09,Pending,2012-04-01 00:00:00
IM0000298,SUB233,network,Web Application,4,4,1,incident,in-progress,26,1249.47,Pending,2012-10-30 00:00:00
IM0000299,SUB624,storage,Network Switch,3,4,5,incident,closed,9,1446.24,Other,2012-03-27 00:00:00
IM0000300,SUB789,network,Web Application,1,5,3,request,open,1,3561.5,Pending,2012-09-22 00:00:00
IM0000301,SUB288,database,Network Switch,4,5,3,incident,closed,18,2544.58,Other,2012-03-27 00:00:00
IM0000302,SUB522,subapplication,File Server,1,4,3,incident,open,29,3991.2,Resolved,2012-03-09 00:00:00
IM0000303,SUB512,database,File Server,4,1,2,incident,closed,1,3651.88,Other,2012-06-09 00:00:00
IM0000304,SUB857,network,Email Service,1,1,4,request,in-progress,24,532.77,Other,2013-05-21 00:00:00
IM0000305,SUB223,storage,SQL Server,5,1,4,request,closed,20,1566.53,Resolved,2013-04-11 00:00:00
IM0000306,SUB699,database,Network Switch,5,1,1,incident,in-progress,23,194.77,Pending,2014-05-30 00:00:00
IM0000307,SUB728,network,Network Switch,5,3,2,request,closed,20,2530.8,Pending,2013-08-23 00:00:00
IM0000308,SUB180,network,File Server,2,5,2,incident,open,23,3904.53,Resolved,2014-08-06 00:00:00
IM0000309,SUB236,database,File Server,4,2,3,request,closed,21,1207.16,Other,2012-12-15 00:00:00
IM0000310,SUB130,database,File Server,4,4,4,incident,closed,2,2389.88,Pending,2012-03-04 00:00:00
IM0000311,SUB076,database,Network Switch,2,1,4,incident,closed,9,639.93,Resolved,2013-05-09 00:00:00
IM0000312,SUB173,storage,Network Switch,4,1,4,incident,open,28,1211.53,Resolved,2014-01-02 00:00:00
IM0000313,SUB346,network,File Server,4,3,2,incident,closed,22,3952.07,Pending,2012-08-16 00:00:00
IM0000314,SUB483,storage,File Server,4,5,1,incident,closed,18,120.62,Resolved,2013-03-30 00:00:00
IM0000315,SUB261,database,Email Service,1,2,4,request,open,14,647.6,Pending,2014-03-05 00:00:00
IM0000316,SUB217,subapplication,Web Application,3,5,5,request,in-progress,8,1484.19,Other,2012-10-01 00:00:00
IM0000317,SUB452,server,Web Application,4,3,3,request,in-progress,13,1448.56,Resolved,2014-06-19 00:00:00
IM0000318,SUB867,network,Web Application,4,5,4,request,closed,5,609.53,Resolved,2013-02-18 00:00:00
IM0000319,SUB330,server,SQL Server,5,5,3,incident,in-progress,16,1592.63,Pending,2013-07-24 00:00:00
IM0000320,SUB062,database,Network Switch,3,1,5,request,in-progress,7,1799.72,Resolved,2013-08-24 00:00:00
IM0000321,SUB835,server,Web Application,4,2,4,incident,in-progress,25,3009.95,Resolved,2012-08-09 00:00:00
IM0000322,SUB107,database,Email Service,4,1,4,incident,open,27,3509.06,Pending,2012-07-18 00:00:00
IM0000323,SUB793,database,SQL Server,3,2,2,request,open,19,315.9,Pending,2014-01-20 00:00:00
IM0000324,SUB922,storage,Web Application,2,2,5,incident,closed,13,1705.4,Resolved,2013-04-05 00:00:00
IM0000325,SUB232,subapplication,Web Application,1,2,3,incident,in-progress,6,2404.43,Pending,2014-06-27 00:00:00
IM0000326,SUB784,database,Email Service,2,5,2,incident,in-progress,14,177.28,Pending,2014-09-08 00:00:00
IM0000327,SUB168,database,Email Service,5,5,3,request,in-progress,18,1105.96,Resolved,2014-12-25 00:00:00
IM0000328,SUB548,subapplication,Network Switch,2,5,2,request,in-progress,26,2901.4,Resolved,2012-10-22 00:00:00
IM0000329,SUB807,database,Email Service,5,3,3,request,in-progress,16,59.65,Other,2013-03-20 00:00:00
IM0000330,SUB494,network,Email Service,1,4,5,incident,in-progress,29,3424.68,Pending,2014-08-28 00:00:00
IM0000331,SUB746,database,Network Switch,2,3,3,request,open,22,3993.66,Resolved,2013-11-02 00:00:00
IM0000332,SUB646,subapplication,Web Application,2,1,5,request,open,10,3292.17,Other,2013-01-28 00:00:00
IM0000333,SUB928,database,Web Application,5,3,2,incident,closed,1,1094.87,Pending,2014-12-15 00:00:00
IM0000334,SUB820,database,Email Service,5,2,2,request,closed,4,1766.01,Other,2012-02-12 00:00:00
IM0000335,SUB200,storage,Email Service,3,4,5,incident,in-progress,12,2312.81,Pending,2012-04-07 00:00:00
IM0000336,SUB058,database,Web Application,1,1,2,incident,in-progress,12,910.59,Other,2013-01-19 00:00:00
IM0000337,SUB696,network,Network Switch,1,4,2,request,closed,9,1785.21,Pending,2012-05-12 00:00:00
IM0000338,SUB334,network,SQL Server,3,4,5,incident,closed,5,727.25,Other,2013-12-15 00:00:00
IM0000339,SUB094,subapplication,Email Service,3,2,5,request,in-progress,24,2866.97,Other,2013-01-19 00:00:00
IM0000340,SUB340,server,Web Application,3,2,1,incident,open,9,1798.46,Resolved,2012-03-04 00:00:00
IM0000341,SUB240,database,Network Switch,5,2,1,request,open,7,788.87,Other,2013-10-10 00:00:00
IM0000342,SUB141,network,File Server,4,4,5,incident,open,7,3991.62,Pending,2014-06-16 00:00:00
IM0000343,SUB083,subapplication,SQL Server,5,3,5,request,closed,19,58.59,Pending,2014-03-11 00:00:00
IM0000344,SUB788,database,Network Switch,2,3,3,request,closed,14,2247.97,Other,2014-11-19 00:00:00
IM0000345,SUB597,storage,File Server,4,3,4,incident,open,9,900.74,Resolved,2014-09-13 00:00:00
IM0000346,SUB999,storage,Email Service,5,3,2,incident,in-progress,0,2323.55,Pending,2014-11-09 00:00:00
IM0000347,SUB736,database,Email Service,5,2,5,request,open,30,71.11,Pending,2014-03-29 00:00:00
IM0000348,SUB342,network,SQL Server,1,5,3,incident,open,14,1446.85,Other,2014-07-13 00:00:00
IM0000349,SUB795,storage,Email Service,3,3,3,request,in-progress,14,1627.26,Resolved,2012-10-26 00:00:00
IM0000350,SUB955,subapplication,Web Application,1,1,2,request,in-progress,23,169.62,Other,2014-05-22 00:00:00
IM0000351,SUB899,subapplication,Network Switch,5,5,5,incident,closed,6,991.79,Pending,2014-06-03 00:00:00
IM0000352,SUB403,subapplication,File Server,5,4,1,request,closed,4,3247.44,Resolved,2013-06-16 00:00:00
IM0000353,SUB481,database,Network Switch,2,4,5,incident,in-progress,29,1319.0,Other,2014-05-27 00:00:00
IM0000354,SUB166,storage,File Server,5,3,3,incident,closed,0,3358.63,Pending,2013-03-22 00:00:00
IM0000355,SUB495,server,SQL Server,5,3,5,incident,open,22,2753.99,Pending,2014-04-27 00:00:00
IM0000356,SUB337,storage,Email Service,4,4,3,incident,closed,19,2719.0,Other,2012-03-17 00:00:00
IM0000357,SUB709,storage,Email Service,1,5,1,incident,open,8,263.59,Resolved,2014-01-20 00:00:00
IM0000358,SUB014,network,Network Switch,5,5,3,request,closed,16,3606.31,Pending,2012-04-25 00:00:00
IM0000359,SUB873,storage,File Server,4,3,4,request,open,4,283.26,Pending,2013-06-10 00:00:00
IM0000360,SUB363,database,File Server,5,3,2,request,open,10,3662.39,Other,2014-03-09 00:00:00
IM0000361,SUB916,storage,SQL Server,1,3,1,incident,open,7,3543.06,Other,2013-12-25 00:00:00
IM0000362,SUB866,database,Network Switch,2,3,3,incident,in-progress,21,3239.81,Other,2014-04-27 00:00:00
IM0000363,SUB793,database,SQL Server,3,2,2,request,open,24,468.96,Pending,2014-08-30 00:00:00
IM0000364,SUB362,network,Email Service,4,3,5,incident,in-progress,15,2664.17,Resolved,2014-09-07 00:00:00
IM0000365,SUB995,subapplication,Web Application,5,3,1,incident,closed,19,1041.84,Pending,2014-08-26 00:00:00
IM0000366,SUB546,network,Web Application,4,3,4,incident,in-progress,23,2394.44,Resolved,2012-05-19 00:00:00
IM0000367,SUB788,network,SQL Server,2,3,5,incident,in-progress,28,1754.4,Pending,2014-09-18 00:00:00
IM0000368,SUB301,network,File Server,3,1,4,incident,in-progress,9,3219.83,Pending,2014-03-02 00:00:00
IM0000369,SUB368,storage,File Server,2,4,4,request,open,30,141.35,Resolved,2012-02-03 00:00:00
IM0000370,SUB079,subapplication,SQL Server,4,3,4,request,in-progress,2,3167.87,Pending,2014-05-18 00:00:00
IM0000371,SUB001,server,SQL Server,1,1,5,incident,closed,28,2259.29,Other,2013-10-05 00:00:00
IM0000372,SUB529,server,File Server,2,2,2,incident,open,5,1589.24,Pending,2012-05-03 00:00:00
IM0000373,SUB047,network,Email Service,3,1,3,request,open,2,2603.73,Other,2013-02-08 00:00:00
IM0000374,SUB339,database,File Server,2,1,4,incident,open,25,3681.44,Pending,2013-07-13 00:00:00
IM0000375,SUB702,storage,Email Service,2,5,1,incident,open,8,1388.96,Other,2013-09-17 00:00:00
IM0000376,SUB203,subapplication,File Server,2,3,4,incident,open,11,1594.09,Resolved,2013-01-14 00:00:00
IM0000377,SUB316,network,Network Switch,3,1,5,request,open,19,1415.42,Resolved,2014-02-01 00:00:00
IM0000378,SUB370,network,Email Service,1,5,5,incident,closed,13,3885.47,Pending,2012-03-07 00:00:00
IM0000379,SUB803,storage,SQL Server,4,2,5,incident,in-progress,7,747.76,Other,2012-05-31 00:00:00
IM0000380,SUB219,storage,Email Service,3,3,4,request,closed,6,819.37,Resolved,2013-06-28 00:00:00
IM0000381,SUB832,database,Email Service,1,1,2,incident,open,12,1658.56,Pending,2013-11-06 00:00:00
IM0000382,SUB594,database,Web Application,5,5,1,incident,in-progress,26,491.2,Pending,2012-04-06 00:00:00
IM0000383,SUB281,storage,SQL Server,5,4,4,request,open,4,2365.19,Resolved,2014-01-27 00:00:00
IM0000384,SUB545,subapplication,File Server,2,4,3,incident,closed,4,2714.11,Resolved,2014-05-12 00:00:00
IM0000385,SUB764,storage,Network Switch,1,4,2,incident,open,24,5.23,Other,2013-01-30 00:00:00
IM0000386,SUB847,subapplication,Network Switch,4,5,1,request,closed,11,2911.65,Pending,2013-12-13 00:00:00
IM0000387,SUB348,database,SQL Server,2,3,4,incident,open,29,2646.14,Resolved,2014-05-11 00:00:00
IM0000388,SUB630,network,File Server,3,2,4,incident,closed,23,3840.7,Pending,2012-09-07 00:00:00
IM0000389,SUB543,server,Email Service,2,2,3,incident,open,10,2741.0,Pending,2012-01-11 00:00:00
IM0000390,SUB319,server,File Server,1,3,4,incident,closed,17,3468.24,Other,2012-08-05 00:00:00
IM0000391,SUB672,database,Web Application,4,5,3,request,open,25,2204.73,Other,2014-11-20 00:00:00
IM0000392,SUB703,subapplication,Web Application,5,2,2,request,closed,6,3384.46,Resolved,2013-11-07 00:00:00
IM0000393,SUB401,server,Network Switch,4,3,5,incident,open,4,1518.97,Resolved,2014-06-04 00:00:00
IM0000394,SUB799,storage,Network Switch,4,3,1,request,closed,2,371.88,Pending,2013-08-07 00:00:00
IM0000395,SUB054,server,Email Service,4,1,3,incident,in-progress,24,3094.72,Pending,2013-10-20 00:00:00
IM0000396,SUB418,server,Email Service,4,2,1,request,in-progress,28,3910.53,Other,2013-02-08 00:00:00
IM0000397,SUB670,server,SQL Server,4,2,1,request,in-progress,17,568.11,Pending,2014-04-30 00:00:00
IM0000398,SUB023,subapplication,Web Application,1,5,5,request,in-progress,27,3088.58,Pending,2013-09-23 00:00:00
IM0000399,SUB960,subapplication,File Server,1,2,3,incident,closed,17,3269.82,Resolved,2013-12-04 00:00:00
IM0000400,SUB418,network,Network Switch,4,2,2,request,in-progress,15,3346.08,Pending,2012-09-19 00:00:00
IM0000401,SUB702,server,Network Switch,1,5,2,request,open,7,3454.8,Pending,2013-05-02 00:00:00
IM0000402,SUB461,database,SQL Server,1,3,3,incident,closed,18,3555.47,Other,2014-08-25 00:00:00
IM0000403,SUB215,database,SQL Server,4,2,5,incident,open,27,545.38,Pending,2013-05-14 00:00:00
IM0000404,SUB501,subapplication,Web Application,5,2,2,request,open,27,1528.24,Other,2012-01-27 00:00:00
IM0000405,SUB273,database,SQL Server,4,2,2,request,open,2,1494.47,Resolved,2013-03-23 00:00:00
IM0000406,SUB211,subapplication,Email Service,5,2,2,incident,open,4,3185.4,Pending,2014-08-16 00:00:00
IM0000407,SUB127,database,Web Application,1,3,2,incident,in-progress,2,3954.48,Other,2012-05-09 00:00:00
IM0000408,SUB440,network,File Server,4,1,1,request,open,18,3657.6,Other,2012-02-05 00:00:00
IM0000409,SUB587,database,Email Service,3,2,1,request,open,12,530.5,Pending,2012-01-16 00:00:00
IM0000410,SUB013,subapplication,Web Application,3,1,1,incident,in-progress,3,2616.94,Pending,2013-12-20 00:00:00
IM0000411,SUB890,server,SQL Server,4,4,4,request,in-progress,16,2513.17,Resolved,2012-10-22 00:00:00
IM0000412,SUB643,database,Email Service,2,1,4,incident,closed,13,1078.43,Resolved,2012-07-21 00:00:00
IM0000413,SUB384,storage,File Server,1,4,4,request,in-progress,14,2357.48,Pending,2014-09-05 00:00:00
IM0000414,SUB451,database,SQL Server,3,4,2,incident,in-progress,9,717.08,Pending,2012-09-06 00:00:00
IM0000415,SUB916,server,Email Service,2,4,4,incident,open,15,3138.63,Resolved,2012-07-19 00:00:00
IM0000416,SUB322,database,File Server,5,2,5,incident,in-progress,14,1648.19,Resolved,2012-10-26 00:00:00
IM0000417,SUB596,database,SQL Server,1,5,5,incident,in-progress,7,1726.96,Resolved,2012-05-07 00:00:00
IM0000418,SUB157,subapplication,Network Switch,4,5,4,incident,in-progress,21,1337.57,Resolved,2012-11-20 00:00:00
IM0000419,SUB877,subapplication,Network Switch,2,4,1,request,in-progress,13,1699.58,Pending,2013-07-29 00:00:00
IM0000420,SUB634,server,Network Switch,2,1,2,incident,open,30,1451.09,Pending,2013-10-31 00:00:00
IM0000421,SUB720,database,Network Switch,3,2,5,incident,in-progress,5,234.26,Resolved,2013-08-13 00:00:00
IM0000422,SUB123,database,Email Service,5,3,5,incident,open,14,2864.52,Resolved,2013-06-18 00:00:00
IM0000423,SUB434,storage,Email Service,2,2,1,request,in-progress,2,137.68,Pending,2013-05-01 00:00:00
IM0000424,SUB781,server,Network Switch,2,4,1,incident,open,18,2136.04,Pending,2014-04-01 00:00:00
IM0000425,SUB289,storage,File Server,3,2,3,request,closed,11,729.41,Pending,2012-08-22 00:00:00
IM0000426,SUB421,database,Network Switch,5,5,2,incident,closed,1,975.04,Other,2013-07-22 00:00:00
IM0000427,SUB394,subapplication,File Server,4,4,2,incident,in-progress,7,131.12,Other,2014-04-29 00:00:00
IM0000428,SUB613,server,SQL Server,5,4,5,request,open,3,473.44,Pending,2013-02-07 00:00:00
IM0000429,SUB722,server,SQL Server,3,3,5,incident,closed,30,78.94,Other,2013-04-20 00:00:00
IM0000430,SUB227,storage,Email Service,3,1,1,incident,in-progress,17,3663.42,Pending,2013-07-22 00:00:00
IM0000431,SUB246,subapplication,Network Switch,4,1,1,incident,closed,16,326.46,Other,2013-01-14 00:00:00
IM0000432,SUB962,database,File Server,3,3,2,incident,in-progress,2,467.26,Pending,2012-11-25 00:00:00
IM0000433,SUB600,storage,Email Service,1,2,2,request,in-progress,4,2421.34,Other,2012-10-21 00:00:00
IM0000434,SUB050,storage,SQL Server,1,2,5,incident,open,7,866.86,Pending,2014-10-01 00:00:00
IM0000435,SUB775,network,Network Switch,5,3,3,incident,closed,18,1088.51,Resolved,2012-10-28 00:00:00
IM0000436,SUB854,subapplication,File Server,4,3,4,incident,open,26,3937.17,Other,2014-10-17 00:00:00
IM0000437,SUB988,subapplication,Email Service,1,1,1,incident,closed,27,2137.92,Pending,2014-05-03 00:00:00
IM0000438,SUB338,database,SQL Server,2,1,2,request,in-progress,6,561.47,Other,2013-07-25 00:00:00
IM0000439,SUB037,database,Email Service,2,3,2,incident,open,16,1361.9,Pending,2012-08-10 00:00:00
IM0000440,SUB847,network,Network Switch,4,3,5,request,closed,23,1448.88,Pending,2014-05-30 00:00:00
IM0000441,SUB707,subapplication,Email Service,4,2,5,incident,in-progress,23,3906.78,Other,2012-08-30 00:00:00
IM0000442,SUB280,storage,Web Application,2,1,5,incident,in-progress,20,777.8,Pending,2014-12-15 00:00:00
IM0000443,SUB571,network,Email Service,5,4,4,incident,closed,20,2557.22,Pending,2012-10-28 00:00:00
